analysis_type,group_info,column_name,metric,value
Overall,,illuminating_scored_message,most_frequent_1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855:5972
Overall,,illuminating_scored_message,most_frequent_2,82459467ad44f717f2089911f5210cce1ff025dc0cee03bdb2e60da827edb282:1887
Overall,,illuminating_scored_message,most_frequent_3,3b1d236346df93fd259a23d523f6deeed9b9939158b6f34b11854ea0f97ef35d:1352
Overall,,illuminating_scored_message,most_frequent_4,7e119dac6ca701d8070d0ca8c5b480f016523cb1b78748ee27d69e71c5017f8d:1341
Overall,,illuminating_scored_message,most_frequent_5,8e1144f0b13549c2652e19f6dd1ae523956a19671c5e4383a31f09d9325f1239:1172
Overall,,illuminating_mentions,total_count,246745
Overall,,illuminating_mentions,non_null_count,246745
Overall,,illuminating_mentions,unique_count,278
Overall,,illuminating_mentions,most_frequent_1,[]:73205
Overall,,illuminating_mentions,most_frequent_2,['Donald Trump']:53182
Overall,,illuminating_mentions,most_frequent_3,['Kamala Harris']:31019
Overall,,illuminating_mentions,most_frequent_4,['President Trump']:14580
Overall,,illuminating_mentions,most_frequent_5,['Joe Biden']:14059
Overall,,scam_illuminating,total_count,246745
Overall,,scam_illuminating,non_null_count,246745
Overall,,scam_illuminating,mean,0.07163265719670105
Overall,,scam_illuminating,min,0.0
Overall,,scam_illuminating,max,1.0
Overall,,scam_illuminating,std,0.25787921423700266
Overall,,election_integrity_Truth_illuminating,total_count,246745
Overall,,election_integrity_Truth_illuminating,non_null_count,246745
Overall,,election_integrity_Truth_illuminating,mean,0.05008814768283045
Overall,,election_integrity_Truth_illuminating,min,0.0
Overall,,election_integrity_Truth_illuminating,max,1.0
Overall,,election_integrity_Truth_illuminating,std,0.21812729763428282
Overall,,advocacy_msg_type_illuminating,total_count,246745
Overall,,advocacy_msg_type_illuminating,non_null_count,246745
Overall,,advocacy_msg_type_illuminating,mean,0.5486311779367363
Overall,,advocacy_msg_type_illuminating,min,0.0
Overall,,advocacy_msg_type_illuminating,max,1.0
Overall,,advocacy_msg_type_illuminating,std,0.49763039712576856
Overall,,issue_msg_type_illuminating,total_count,246745
Overall,,issue_msg_type_illuminating,non_null_count,246745
Overall,,issue_msg_type_illuminating,mean,0.38164907090315914
Overall,,issue_msg_type_illuminating,min,0.0
Overall,,issue_msg_type_illuminating,max,1.0
Overall,,issue_msg_type_illuminating,std,0.485792151038562
Overall,,attack_msg_type_illuminating,total_count,246745
Overall,,attack_msg_type_illuminating,non_null_count,246745
Overall,,attack_msg_type_illuminating,mean,0.27185555938316885
Overall,,attack_msg_type_illuminating,min,0.0
Overall,,attack_msg_type_illuminating,max,1.0
Overall,,attack_msg_type_illuminating,std,0.44491675228584093
Overall,,image_msg_type_illuminating,total_count,246745
Overall,,image_msg_type_illuminating,non_null_count,246745
Overall,,image_msg_type_illuminating,mean,0.22270360088350322
Overall,,image_msg_type_illuminating,min,0.0
Overall,,image_msg_type_illuminating,max,1.0
Overall,,image_msg_type_illuminating,std,0.41606178459577625
Overall,,cta_msg_type_illuminating,total_count,246745
Overall,,cta_msg_type_illuminating,non_null_count,246745
Overall,,cta_msg_type_illuminating,mean,0.5727694583476869
Overall,,cta_msg_type_illuminating,min,0.0
Overall,,cta_msg_type_illuminating,max,1.0
Overall,,cta_msg_type_illuminating,std,0.49467726617114893
Overall,,engagement_cta_subtype_illuminating,total_count,246745
Overall,,engagement_cta_subtype_illuminating,non_null_count,246745
Overall,,engagement_cta_subtype_illuminating,mean,0.12486980485926767
Overall,,engagement_cta_subtype_illuminating,min,0.0
Overall,,engagement_cta_subtype_illuminating,max,1.0
Overall,,engagement_cta_subtype_illuminating,std,0.33057189773339457
Overall,,fundraising_cta_subtype_illuminating,total_count,246745
Overall,,fundraising_cta_subtype_illuminating,non_null_count,246745
Overall,,fundraising_cta_subtype_illuminating,mean,0.22848689943058623
Overall,,fundraising_cta_subtype_illuminating,min,0.0
Overall,,fundraising_cta_subtype_illuminating,max,1.0
Overall,,fundraising_cta_subtype_illuminating,std,0.41985872700996546
Overall,,voting_cta_subtype_illuminating,total_count,246745
Overall,,voting_cta_subtype_illuminating,non_null_count,246745
Overall,,voting_cta_subtype_illuminating,mean,0.1438448600782184
Overall,,voting_cta_subtype_illuminating,min,0.0
Overall,,voting_cta_subtype_illuminating,max,1.0
Overall,,voting_cta_subtype_illuminating,std,0.35093306401909335
Overall,,covid_topic_illuminating,total_count,246745
Overall,,covid_topic_illuminating,non_null_count,246745
Overall,,covid_topic_illuminating,mean,0.024875884009807697
Overall,,covid_topic_illuminating,min,0.0
Overall,,covid_topic_illuminating,max,1.0
Overall,,covid_topic_illuminating,std,0.15574714351540456
Overall,,economy_topic_illuminating,total_count,246745
Overall,,economy_topic_illuminating,non_null_count,246745
Overall,,economy_topic_illuminating,mean,0.12212202881517356
Overall,,economy_topic_illuminating,min,0.0
Overall,,economy_topic_illuminating,max,1.0
Overall,,economy_topic_illuminating,std,0.3274273558898461
Overall,,education_topic_illuminating,total_count,246745
Overall,,education_topic_illuminating,non_null_count,246745
Overall,,education_topic_illuminating,mean,0.01432653143934021
Overall,,education_topic_illuminating,min,0.0
Overall,,education_topic_illuminating,max,1.0
Overall,,education_topic_illuminating,std,0.11883324100080564
Overall,,environment_topic_illuminating,total_count,246745
Overall,,environment_topic_illuminating,non_null_count,246745
Overall,,environment_topic_illuminating,mean,0.02124865752092241
Overall,,environment_topic_illuminating,min,0.0
Overall,,environment_topic_illuminating,max,1.0
Overall,,environment_topic_illuminating,std,0.14421246950536115
Overall,,foreign_policy_topic_illuminating,total_count,246745
Overall,,foreign_policy_topic_illuminating,non_null_count,246745
Overall,,foreign_policy_topic_illuminating,mean,0.005264544367667025
Overall,,foreign_policy_topic_illuminating,min,0.0
Overall,,foreign_policy_topic_illuminating,max,1.0
Overall,,foreign_policy_topic_illuminating,std,0.07236608434896528
Overall,,governance_topic_illuminating,total_count,246745
Overall,,governance_topic_illuminating,non_null_count,246745
Overall,,governance_topic_illuminating,mean,0.025641856977851627
Overall,,governance_topic_illuminating,min,0.0
Overall,,governance_topic_illuminating,max,1.0
Overall,,governance_topic_illuminating,std,0.15806471271206604
Overall,,health_topic_illuminating,total_count,246745
Overall,,health_topic_illuminating,non_null_count,246745
Overall,,health_topic_illuminating,mean,0.10918964923301384
Overall,,health_topic_illuminating,min,0.0
Overall,,health_topic_illuminating,max,1.0
Overall,,health_topic_illuminating,std,0.3118776425724781
Overall,,immigration_topic_illuminating,total_count,246745
Overall,,immigration_topic_illuminating,non_null_count,246745
Overall,,immigration_topic_illuminating,mean,0.03356906928205232
Overall,,immigration_topic_illuminating,min,0.0
Overall,,immigration_topic_illuminating,max,1.0
Overall,,immigration_topic_illuminating,std,0.1801175126153678
Overall,,lgbtq_issues_topic_illuminating,total_count,246745
Overall,,lgbtq_issues_topic_illuminating,non_null_count,246745
Overall,,lgbtq_issues_topic_illuminating,mean,0.0032300553202699142
Overall,,lgbtq_issues_topic_illuminating,min,0.0
Overall,,lgbtq_issues_topic_illuminating,max,1.0
Overall,,lgbtq_issues_topic_illuminating,std,0.05674182858640465
Overall,,military_topic_illuminating,total_count,246745
Overall,,military_topic_illuminating,non_null_count,246745
Overall,,military_topic_illuminating,mean,0.002176335893331172
Overall,,military_topic_illuminating,min,0.0
Overall,,military_topic_illuminating,max,1.0
Overall,,military_topic_illuminating,std,0.04660051777000881
Overall,,race_and_ethnicity_topic_illuminating,total_count,246745
Overall,,race_and_ethnicity_topic_illuminating,non_null_count,246745
Overall,,race_and_ethnicity_topic_illuminating,mean,0.01243388923787716
Overall,,race_and_ethnicity_topic_illuminating,min,0.0
Overall,,race_and_ethnicity_topic_illuminating,max,1.0
Overall,,race_and_ethnicity_topic_illuminating,std,0.11081217172130098
Overall,,safety_topic_illuminating,total_count,246745
Overall,,safety_topic_illuminating,non_null_count,246745
Overall,,safety_topic_illuminating,mean,0.03372307442906645
Overall,,safety_topic_illuminating,min,0.0
Overall,,safety_topic_illuminating,max,1.0
Overall,,safety_topic_illuminating,std,0.18051581854071772
Overall,,social_and_cultural_topic_illuminating,total_count,246745
Overall,,social_and_cultural_topic_illuminating,non_null_count,246745
Overall,,social_and_cultural_topic_illuminating,mean,0.10583801090194331
Overall,,social_and_cultural_topic_illuminating,min,0.0
Overall,,social_and_cultural_topic_illuminating,max,1.0
Overall,,social_and_cultural_topic_illuminating,std,0.3076308012712654
Overall,,technology_and_privacy_topic_illuminating,total_count,246745
Overall,,technology_and_privacy_topic_illuminating,non_null_count,246745
Overall,,technology_and_privacy_topic_illuminating,mean,0.0011550386026059293
Overall,,technology_and_privacy_topic_illuminating,min,0.0
Overall,,technology_and_privacy_topic_illuminating,max,1.0
Overall,,technology_and_privacy_topic_illuminating,std,0.03396629453070909
Overall,,womens_issue_topic_illuminating,total_count,246745
Overall,,womens_issue_topic_illuminating,non_null_count,246745
Overall,,womens_issue_topic_illuminating,mean,0.08090944092078867
Overall,,womens_issue_topic_illuminating,min,0.0
Overall,,womens_issue_topic_illuminating,max,1.0
Overall,,womens_issue_topic_illuminating,std,0.27269654319083053
Overall,,incivility_illuminating,total_count,246745
Overall,,incivility_illuminating,non_null_count,246745
Overall,,incivility_illuminating,mean,0.18752558309185596
Overall,,incivility_illuminating,min,0.0
Overall,,incivility_illuminating,max,1.0
Overall,,incivility_illuminating,std,0.39033364735690335
Overall,,freefair_illuminating,total_count,246745
Overall,,freefair_illuminating,non_null_count,246745
Overall,,freefair_illuminating,mean,0.006415530203246266
Overall,,freefair_illuminating,min,0.0
Overall,,freefair_illuminating,max,1.0
Overall,,freefair_illuminating,std,0.07983982095047255
Overall,,fraud_illuminating,total_count,246745
Overall,,fraud_illuminating,non_null_count,246745
Overall,,fraud_illuminating,mean,0.0026383513343735433
Overall,,fraud_illuminating,min,0.0
Overall,,fraud_illuminating,max,1.0
Overall,,fraud_illuminating,std,0.051297184143630825
Grouped_page_id,,GROUP_SUMMARY,num_groups,4475
Grouped_page_id,,GROUP_SUMMARY,group_size_min,1
Grouped_page_id,,GROUP_SUMMARY,group_size_max,55503
Grouped_page_id,,GROUP_SUMMARY,group_size_mean,55.13854748603352
Grouped_page_id,,TOP_GROUPS,top_group_1,page_id=4d66f5853f0365dba032a87704a634f023d15babde973bb7a284ed8cd2707b2d:55503
Grouped_page_id,,TOP_GROUPS,top_group_2,page_id=e3342051b60393770363ffc02946a0f76bc3e4155190d1f05fb0277b34bf6480:23988
Grouped_page_id,,TOP_GROUPS,top_group_3,page_id=4ade404186269ec62d2dd7d9e0ed5f93a5f32c057516879d627ea9fbd628ef9b:14822
Grouped_page_id,,TOP_GROUPS,top_group_4,page_id=330b2f35ded2161e63fbb2b5c5bdae05bff274ff31f990c275d28ce408671ce0:10461
Grouped_page_id,,TOP_GROUPS,top_group_5,page_id=ec8ac6dc1cddc49972de2c31b62343fe3979729ec437c3b8d6ffa8915ab1401d:9851
Grouped_page_id,,estimated_audience_size,group_means_count,4475
Grouped_page_id,,estimated_audience_size,group_means_mean,503203.62302821997
Grouped_page_id,,estimated_audience_size,group_means_min,0.0
Grouped_page_id,,estimated_audience_size,group_means_max,1000001.0
Grouped_page_id,,estimated_impressions,group_means_count,4475
Grouped_page_id,,estimated_impressions,group_means_mean,49798.13195889733
Grouped_page_id,,estimated_impressions,group_means_min,499.0
Grouped_page_id,,estimated_impressions,group_means_max,1000000.0
Grouped_page_id,,estimated_spend,group_means_count,4475
Grouped_page_id,,estimated_spend,group_means_mean,702.051151531561
Grouped_page_id,,estimated_spend,group_means_min,49.0
Grouped_page_id,,estimated_spend,group_means_max,74999.0
Grouped_page_id_ad_id,,GROUP_SUMMARY,num_groups,246745
Grouped_page_id_ad_id,,GROUP_SUMMARY,group_size_min,1
Grouped_page_id_ad_id,,GROUP_SUMMARY,group_size_max,1
Grouped_page_id_ad_id,,GROUP_SUMMARY,group_size_mean,1.0
Grouped_page_id_ad_id,,TOP_GROUPS,top_group_1,page_id=4ff23a48b53d988df50ddfebb0e442a984ab8f94e874ef9b9cb34394e0c5d230 | ad_id=0ddb025b8544e2d58e6977ad417e742a52522b3e1fc1c9d9b61c57148f8d72fc:1
Grouped_page_id_ad_id,,TOP_GROUPS,top_group_2,page_id=4ff23a48b53d988df50ddfebb0e442a984ab8f94e874ef9b9cb34394e0c5d230 | ad_id=86229868e6bde3661724fe02da93504bb4fb5da8c2550d7b7cf193c687e89fa6:1
Grouped_page_id_ad_id,,TOP_GROUPS,top_group_3,page_id=4ff23a48b53d988df50ddfebb0e442a984ab8f94e874ef9b9cb34394e0c5d230 | ad_id=07b5aefc27e872e971f793e49aac38496fa62e484f3928e2b6a2b6e3e08cac8d:1
Grouped_page_id_ad_id,,TOP_GROUPS,top_group_4,page_id=b9eb7e353e596d5fc99568d4ef77d4b11ced3243537cbd0895dde3195b69b6be | ad_id=c62978153c04116d88ead49379916855f2cb58bf788631f26f3f1fcb2962ad48:1
Grouped_page_id_ad_id,,TOP_GROUPS,top_group_5,page_id=b9eb7e353e596d5fc99568d4ef77d4b11ced3243537cbd0895dde3195b69b6be | ad_id=785e91ef18a5794565af03a6df4e7077fe1d915bfb34025019f3d42f43fcf9e8:1
Grouped_page_id_ad_id,,estimated_audience_size,group_means_count,246745
Grouped_page_id_ad_id,,estimated_audience_size,group_means_mean,556462.8559687126
Grouped_page_id_ad_id,,estimated_audience_size,group_means_min,0.0
Grouped_page_id_ad_id,,estimated_audience_size,group_means_max,1000001.0
Grouped_page_id_ad_id,,estimated_impressions,group_means_count,246745
Grouped_page_id_ad_id,,estimated_impressions,group_means_mean,45601.52595189366
Grouped_page_id_ad_id,,estimated_impressions,group_means_min,499.0
Grouped_page_id_ad_id,,estimated_impressions,group_means_max,1000000.0
Grouped_page_id_ad_id,,estimated_spend,group_means_count,246745
Grouped_page_id_ad_id,,estimated_spend,group_means_mean,1061.2914344768892
Grouped_page_id_ad_id,,estimated_spend,group_means_min,49.0
Grouped_page_id_ad_id,,estimated_spend,group_means_max,474999.0
